r,reward_mode,cost_setting,n,episode_violation_rate_mean,episode_violation_rate_sd,episode_violation_rate_ci_low,episode_violation_rate_ci_high,intervention_freq_mean,intervention_freq_sd,intervention_freq_ci_low,intervention_freq_ci_high,intervention_mag_mean,intervention_mag_sd,intervention_mag_ci_low,intervention_mag_ci_high,control_effort_mean,control_effort_sd,control_effort_ci_low,control_effort_ci_high,elapsed_s_mean,elapsed_s_sd,elapsed_s_ci_low,elapsed_s_ci_high
1,chattering,regularized rw=1,20.0,0.0,0.0,0.0,0.0,0.9358666666666668,0.21101754035904524,0.8335291666666665,0.9943008333333333,0.8437370786457865,0.22935121363648858,0.7314452069453942,0.9171592574573039,116.42448244810332,14.227564369049247,109.57832433480827,120.25342714374091,6.027395415306091,0.16259938530087556,5.954803308844567,6.093956606090069
1,chattering,regularized rw=4,20.0,0.0,0.0,0.0,0.0,0.9367000000000001,0.21097661797775916,0.8360925,0.9944666666666666,0.8449014652511746,0.22937231708308886,0.7305665939046608,0.9177311378781022,115.88563145743849,14.19018760305752,109.30677862416148,119.64838216020316,6.003077411651612,0.15160625019599017,5.939377719461918,6.069304051399231
1,constraint_seeking,blended alpha=0.25,20.0,0.0,0.0,0.0,0.0,0.9832333333333333,0.029668953193965744,0.9679641666666666,0.9926666666666666,0.9014997286052473,0.05790125762584933,0.8746428577544524,0.9167584890998092,120.27608017278374,1.9379915369323217,119.4326162709888,121.14263017065045,6.3792231798172,0.16116265967801774,6.314711965918542,6.450950119495392
1,constraint_seeking,blended alpha=0.5,20.0,0.0,0.0,0.0,0.0,0.9841666666666666,0.02842606085395081,0.9700991666666665,0.9931683333333333,0.9026479005862852,0.05662915118874965,0.8757763321100882,0.9170114863798523,120.1426997733342,1.584414354584034,119.4835858628549,120.83276643022108,6.355430924892426,0.1644149257674184,6.289181351363659,6.43080921113491
1,constraint_seeking,blended alpha=0.75,20.0,0.0,0.0,0.0,0.0,0.9837666666666667,0.029476742740219768,0.9692241666666664,0.9933341666666667,0.9021089008119851,0.057136286098625776,0.8752124355681109,0.9172984609565219,119.8831509922081,1.4612394089453653,119.28578319390816,120.52645853102028,6.354454040527344,0.10723123192888145,6.306415367722511,6.399052573740482
1,constraint_seeking,regularized rw=0.25,20.0,0.0,0.0,0.0,0.0,0.9876333333333335,0.023240894588774978,0.9762649999999997,0.9948333333333332,0.9036443440493583,0.056602391786481424,0.8771856675891453,0.9179077722767628,119.5115373317692,1.772605298156313,118.69549651112956,120.2426339380934,6.033125376701355,0.14398575504898514,5.973983266055583,6.0963860282301905
1,constraint_seeking,regularized rw=1,20.0,0.0,0.0,0.0,0.0,0.9875,0.023061448552871188,0.9764983333333334,0.9947008333333335,0.9034685264779106,0.056790620998832295,0.8771202005915044,0.9177066620964539,119.60223816464872,1.954389948981861,118.80997946791379,120.42354135173616,6.0234777450561525,0.13797206366634537,5.963972119092942,6.085416374802589
1,constraint_seeking,regularized rw=4,20.0,0.0,0.0,0.0,0.0,0.9869666666666668,0.02465146520680069,0.9749658333333333,0.9944,0.903108836106527,0.05728839774084572,0.876365780765995,0.9176349199904926,119.8100564347852,2.051563838501724,118.94971843691957,120.69138014117509,6.009713268280029,0.1400105690156738,5.947254845499993,6.071937940716744
1,horizon_exhaustion,blended alpha=0.25,120.0,0.0,0.0,0.0,0.0,0.9800388888888888,0.0728146821279581,0.9657602777777776,0.9909729166666666,0.8883963850296759,0.13328764822460937,0.8637865453524963,0.9102078083239304,119.48578133841976,1.7094653561322866,119.18357023964394,119.80247732006484,6.365059959888458,0.627791156125548,6.254685966173808,6.479259615639846
1,horizon_exhaustion,blended alpha=0.5,120.0,0.0,0.0,0.0,0.0,0.9783166666666666,0.08327829947470525,0.9623165277777779,0.99123375,0.8865941873129816,0.14004967855195857,0.8589101196864132,0.9081781055900255,119.81217988174693,1.7263506015617809,119.48810317909413,120.11762844116265,6.358065297206243,0.6299927934523512,6.2494261918962,6.472099374880393
1,horizon_exhaustion,blended alpha=0.75,120.0,0.0,0.0,0.0,0.0,0.9781777777777777,0.0820719883195778,0.9618547222222222,0.9902177777777778,0.8862949252211282,0.1393896597184695,0.859323968441665,0.908600574193182,119.96300297434227,1.7518112376328758,119.64187408692234,120.27965786431946,6.324585398038228,0.6273629064632079,6.218653935790062,6.438300468474627
1,horizon_exhaustion,regularized rw=0.25,120.0,0.0,0.0,0.0,0.0,0.9810777777777777,0.07182950990797356,0.9666863888888889,0.9919222222222221,0.8873180834814209,0.13742758512837963,0.86143449310619,0.9091728828668725,119.64915765420807,1.7583485318838155,119.3237892483292,119.97368236036597,6.092200297117233,0.6275771721449048,5.98550916214784,6.21156381269296
1,horizon_exhaustion,regularized rw=1,120.0,0.0,0.0,0.0,0.0,0.9808888888888888,0.0716753409294612,0.9664877777777778,0.9916680555555556,0.8872428985313835,0.137137293565899,0.8614002422252257,0.9089324229810058,119.77786262266832,1.7534200220317329,119.48407663615234,120.08116596299439,6.061359592278799,0.5909082048654725,5.948709114839633,6.163887123316527
